trade_date,Binance_Coin LogReturn,Bitcoin LogReturn,Bitcoin_Cash LogReturn,Bitcoin_SV LogReturn,Cardano LogReturn,Chainlink LogReturn,Crypto_com_Coin LogReturn,EOS LogReturn,Ethereum LogReturn,Huobi_Token LogReturn,Litecoin LogReturn,Monero LogReturn,NEO LogReturn,Stellar LogReturn,Tether LogReturn,Tezos LogReturn,TRON LogReturn,UNUS_SED_LEO LogReturn,USD_Coin LogReturn,XRP LogReturn,Binance_Coin Volume,Bitcoin Volume,Bitcoin_Cash Volume,Bitcoin_SV Volume,Cardano Volume,Chainlink Volume,Crypto_com_Coin Volume,EOS Volume,Ethereum Volume,Huobi_Token Volume,Litecoin Volume,Monero Volume,NEO Volume,Stellar Volume,Tether Volume,Tezos Volume,TRON Volume,UNUS_SED_LEO Volume,USD_Coin Volume,XRP Volume
2020-01-07,0.00334,0.04953,-0.00533,-0.03235,-0.00605,0.084,0.04523,-0.0035,-0.00528,0.02908,0.01301,-0.00255,0.0051,0.01443,0,-0.00766,-0.0121,0.01595,-0.0005,-0.03488,12809380,3611053,9162866,6695538,1387604247,69590777,141038877,853292783,64327089,76356040,78307067,1219181,48997414,4838367980,32765511976,37654766,77464028146,8929791,400408876,10278178955
2020-01-08,-0.0277,-0.01032,-0.00908,0.00096,-0.01666,0.03264,0.05034,-0.02128,-0.01601,-0.02255,-0.01673,0.01082,-0.02998,-0.02275,0,0.02281,-0.02138,0.01769,0.0005,-0.02313,12403392,3899709,10012635,6685616,1338922321,89893292,154091773,950368490,65921313,70386043,78939006,1178526,48655500,4333055776,35175740304,37590494,78774506786,9498111,410995417,8427275789
2020-01-09,-0.00687,-0.02516,-0.00766,0.03079,-0.00209,0.00458,-0.03677,-0.01081,-0.01627,-0.00326,-0.00946,-0.00438,-0.00949,-0.04748,0.00995,-0.03054,-0.00043,-0.03576,0.00995,-0.01994,11663218,3013484,7948188,5863038,729806742,50315063,279805759,673977914,54933809,50581176,65727473,1092370,37648001,3608697641,27887237032,36394174,67106300583,9553107,306053901,6480067109
2020-01-10,0.0359,0.03584,0.12374,0.37412,0.01406,0.01361,0.04339,0.07333,0.03521,0.01621,0.07476,-0.0107,0.04353,-0.00121,-0.00995,0.01538,0.03843,0.00073,-0.00995,0.03551,13557269,3579118,11713987,12340846,1296790873,49836079,379745328,942538416,64217263,69404255,81067383,1113296,42485899,4560676179,34036852758,32218894,80646868222,9639239,348355794,8119012361
2020-01-11,-0.00534,-0.01592,-0.03783,-0.12711,-0.00133,0.02667,-0.0052,0.00671,-0.00718,0.01595,0.01082,-0.00205,-0.0143,0.02438,0,0,0,-0.01254,0,-0.00215,13453202,3149966,9360199,11054846,1722831734,47956541,394264038,861917020,65057747,48621394,79922056,1621805,43214019,4615929089,31049760361,29847986,80471397769,10031090,287180029,7807566868
2020-01-12,0.02445,0.01909,0.02859,0.09052,0.02322,-0.01325,0.02131,0.06475,0.02036,-0.0224,0.03628,0.01477,0.05504,0.01611,0,0,0.02447,0.01278,0,0.01769,15272558,2822353,8199782,8619695,1517714823,38561593,391662926,831256696,59059331,41583798,76915546,883850,45935737,4321692467,27250055613,23276494,77813654681,9129397,330297498,6999693228
2020-01-13,-0.00589,-0.00591,-0.00269,0.05494,-0.0194,-0.02703,0.00226,-0.0254,-0.01131,-0.01303,-0.02678,-0.02233,-0.02066,-0.00409,0,-0.02317,-0.01819,-0.02781,0,-0.01409,13864860,2752446,7035020,7233008,1508164782,35496949,179585497,655494113,57763044,43631928,66187972,1002876,39686112,4653428086,26468468000,28471110,71938878512,8852744,343177235,6171360462
2020-01-14,0.08794,0.0806,0.26948,0.88581,0.11954,0.08739,0.05871,0.20824,0.14034,0.06043,0.16208,0.07966,0.11091,0.07971,0,0.03832,0.12835,0.05653,0,0.09876,18789515,5284223,21426039,24989583,3186737364,59219327,146711860,1694386106,107755365,114217710,105896829,1881584,64061558,6486768179,57687160761,40670097,93310974098,9794790,469120389,11803359308
2020-01-15,0.05953,-0.00235,-0.0315,-0.30132,0.02121,0.00418,0.04205,-0.01579,0.00163,0.01227,-0.00738,0.08422,0.01589,0.05004,-0.00034,0.00749,0.03318,0.01281,0,-0.00767,22217422,4548155,15197735,14771964,2644497643,62368184,261922423,1438059154,91355514,91410607,87028899,2537445,60735941,6253436597,49054340074,44460988,85990363898,8813549,493412531,11079460818
2020-01-16,-0.03283,-0.00949,-0.04034,0.00038,-0.02769,0.03279,0.0118,0.01579,-0.01113,-0.01227,-0.00743,-0.0397,-0.01322,-0.01918,-0.00043,0.10611,-0.00959,-0.05016,0,-0.01873,14997029,3572453,10980033,12679682,1827080458,58817941,350323173,1136484566,83087490,51630562,75174615,1771624,49110191,5833334384,40775434268,47563421,77499525216,9228294,430662074,8958142423
2020-01-17,0.06021,0.02326,0.11847,-0.08843,0.08311,0.09237,0.02185,0.02323,0.03813,0.01227,0.065,0.05192,0.05355,0.1109,0.00077,-0.00673,0.03145,0.03701,0,0.04367,19717727,4120828,14802091,11900234,2461135222,99201623,416592320,1353232422,89489464,56946468,85088685,1759229,52992247,9129838471,47282031399,42789805,81673952566,9902976,479116540,10347889509
2020-01-18,-0.0178,0.00154,-0.07895,-0.13917,-0.00283,0.01822,0.00381,-0.02584,0.02652,-0.01846,-0.03441,-0.02919,0.00084,0.0182,0,0.00673,0.00283,0.01805,0.00995,0.01871,14311326,3618850,17113096,12121684,1985828096,61030763,207111862,1066716499,86259380,48042810,73218388,1228421,53808818,10229664755,43805026250,33431068,78298229100,10331496,411608325,9920540528
2020-01-19,-0.02558,-0.02681,-0.00239,0.10551,-0.06618,-0.05567,-0.02017,-0.05378,-0.04908,-0.02198,-0.02747,-0.03114,-0.05706,-0.01833,-0.00147,-0.04812,-0.06386,-0.043,-0.01266,-0.03217,15134164,3877523,13162177,12128946,2100360682,65041851,183124014,1018507703,80115523,50986429,71628301,1085410,48844484,9195389615,42711852499,31795075,76267334110,9577665,421836015,9237215459
2020-01-20,-0.00231,-0.0056,0.01613,0.0857,0.04413,0.03008,0.01677,-0.00277,0.0009,0.00633,-0.01043,-0.00215,-0.00894,0.03277,0.00147,0.11308,0.00036,-0.0021,0.00271,-0.00976,14128295,3043371,9856290,11335004,1633058007,56257754,358739592,716756154,66715734,39753853,57503286,953373,40891518,9352995364,33104143251,40016047,76174373458,9562439,344235054,7351698269
2020-01-21,0.04513,0.01014,-0.00113,0.04165,0.0471,-0.01117,0.01015,0.01376,0.01532,0.028,0.00784,0.01482,0.00716,0.00604,0,-0.03847,0.0402,0.03178,0,0.01645,16690481,2769256,7738074,9204952,2134736930,44131826,394919859,606169171,58128195,44426362,54508379,877163,39275425,6493004885,31080893275,33068460,73028921730,8115513,311559856,7233965102
2020-01-22,-0.01837,-0.00746,0.01103,-0.01803,-0.00731,-0.00752,0.00951,-0.00274,-0.00834,-0.00307,0.01207,-0.0142,0.00178,-0.04139,0,0.03847,0.0026,-0.00627,0,-0.00469,13227632,2593734,7148126,7032864,1465376297,36546705,336583218,629559942,54497636,32145584,53038034,905938,38062146,5475115143,29749248330,30163554,68100041314,8651512,309750921,6412004772
2020-01-24,-0.04305,-0.0275,-0.08317,-0.14588,-0.01434,-0.05827,-0.02961,-0.00274,-0.03163,-0.04082,-0.06771,-0.05159,-0.0643,-0.04414,0,-0.04502,-0.05581,0.02236,0,-0.05671,12243421,2849173,10039406,9492175,1709802797,47142069,403001445,849599631,64330725,36902306,62593490,1032927,39667290,6521829220,33356108238,31238973,73308492299,9541037,315274054,7433493920
2020-01-25,-0.00411,-0.00923,-0.02587,-0.0194,-0.0398,-0.01613,-0.01005,-0.03069,-0.01091,-0.00966,-0.01534,-0.00389,-0.0153,-0.02231,0,-0.01325,-0.013,-0.00548,0,-0.01179,12243075,2337121,6878617,6673691,1300593210,39029571,397592436,571734907,50917009,27901436,54305767,677450,36864140,5631090681,26340299495,29191321,70384390003,8676722,265326087,6192913852
2020-01-26,0.02673,0.027,0.10837,0.04609,0.03036,0.04374,0.02531,0.03343,0.0413,0.01923,0.04568,0.03749,0.03874,0.04421,0,0.01325,0.03667,-0.01311,0.00995,0.04549,14447765,2614571,9697092,7474963,1429131266,40519529,229823734,677783977,56241569,33857705,59753449,828761,38259861,5683736692,29121614731,28717481,76072802836,8094785,290930528,7022474475
2020-01-27,0.01423,0.03576,0.04411,0.09109,0.07206,0.01544,0.03476,0.08152,0.01681,0.01575,0.04437,0.02642,0.03013,0.01815,0,0.00656,0.01951,0.00354,0.00985,0.00232,12956704,3272738,11622419,11351237,2097601981,48301498,216576767,987528617,64921248,52979348,66664073,1012471,44398708,5994228546,37771545362,29193586,78002274728,9790024,388174121,7458600843
2020-01-28,0.02402,0.04914,0.04373,-0.01879,0.09822,0.01898,0.0639,0.02247,0.03133,0.0155,0.03199,0.03211,0.02311,0.01097,0,0.01299,0.08279,0.00304,0,0.03094,14385896,3765926,10563158,10040111,4128190039,49650670,198546638,980227028,67796574,55495689,70681440,913207,40601435,7266420115,44123906993,30597729,90889760721,10433500,492622151,8740290366
2020-01-29,-0.01166,-0.00449,0.007,-0.02331,0.01235,0.04772,-0.00548,-0.01744,-0.00751,0.04217,-0.00977,0.03368,-0.01149,0.02353,0,0.01282,0.0037,0.00175,0.00976,-0.01163,12305009,3285916,10486985,10142616,3518571001,61089709,120552672,852636739,61039595,71198451,64504280,1098425,41592243,6687188050,42323320108,32933104,80957558410,10083142,372447543,7942615734
2020-01-30,0.03726,0.02044,0.02957,0.03699,0.04666,0.04211,0.01639,0.08659,0.05361,0.03193,0.12618,0.06815,0.04263,-0.00865,0,0.06772,0.04275,-0.02034,0.00966,0.03301,14503370,3439865,10472747,8996260,2792559644,66331435,95286308,1097656936,70077219,69930302,94232220,1334691,44603875,6223873782,43624728074,33578901,82861124876,9924400,305635563,8865839799
2020-01-31,-0.02065,-0.0168,-0.04577,-0.09257,-0.04146,-0.03142,0.00727,-0.04718,-0.02483,-0.01729,-0.00412,-0.03931,-0.02327,0.00565,0,-0.01198,-0.0428,-0.01654,-0.00966,-0.01826,13317170,3121234,9546406,8074338,2380325169,46380823,99406510,875905845,64292813,71976088,84065051,1542364,40904630,5950120120,40496855325,29498450,76034966345,11241385,349583474,7837103814
2020-02-01,0.00055,0.00452,0.01486,0.02268,0.04185,0.00707,-0.01212,0.00482,0.0193,0.00868,0.0424,0.01719,-0.00262,-0.01777,0,0.04707,0.02024,-0.00072,0,0.00925,13091514,2766056,8510037,7422880,2013864385,42821755,69003134,691746551,63599468,46054503,86658507,1050689,39070295,5765247345,34763069931,21897796,71351474911,11178370,304524794,6625717376
2020-02-02,0.01254,-0.00518,-0.00722,-0.00688,-0.00579,-0.00353,0.02893,0.01432,0.02659,0.00288,-0.00837,0.02292,0.05361,0.0468,0,0.09322,0.00377,0.01792,0,0.03771,13973768,3291383,8550876,7011444,2886724960,47717372,275995132,749825112,75502567,52224613,77745381,1630906,51903073,7428808288,40560625161,45499977,77600115497,10099695,372911449,10065767467
2020-02-03,0.00054,-0.00546,0.01472,0.01431,0.02148,-0.02143,-0.01179,-0.00475,0.00661,-0.00866,-0.00643,0.02344,-0.01587,0.01089,-0.00109,0.04604,0.00428,-0.0047,0,0.01541,12340783,3319485,8949217,7054907,1891994448,46036542,196938063,702596252,65485879,41369111,70924501,1485248,42094807,6061487726,39871159311,57368087,73995182250,10143091,376692817,8535736098
2020-02-04,-0.01528,-0.01219,-0.00858,-0.03137,-0.0174,-0.01089,0.04311,0.01183,-0.00327,-0.00581,-0.0229,-0.02038,0.02412,0.03422,0.00109,-0.04082,0.00223,0.01577,-0.00976,0.04673,11655772,3236160,8224250,6689616,1928444895,48900865,279848150,666831991,61796749,39177612,64497059,1061834,43661079,6686714987,36970807005,44999385,73176612334,11424730,373170350,11126801599
2020-02-05,0.05563,0.04603,0.14958,0.09402,0.05616,0.03936,0.04074,0.06159,0.07618,0.0428,0.061,0.0355,0.04656,0.03618,0,0.10848,0.07572,0.00858,0.00976,0.03918,16122273,3748148,12859272,9541251,2397874300,56281531,414729112,847687365,75558780,62308438,73489030,1130292,56153102,7706601212,46504757742,55103032,75528693109,10492746,457100188,12245432872
2020-02-06,0.06934,0.01203,0.00176,-0.01087,0.00884,0.01047,0.01263,0.01319,0.03894,0.03297,0.01234,0.00128,0.01014,0.02595,-0.00279,0.0093,0.08127,-0.003,-0.00976,0.01696,19824446,3890647,10986768,8085636,2296904276,57805058,322173020,853690561,78861126,90424151,74900910,1143180,53793209,7417650514,46614060776,46748116,89776976796,10271442,488875955,11003213729
2020-02-07,0.06847,0.00677,-0.00689,0.00017,0.00055,0.13916,0.00393,0.00436,0.04777,0.05264,0.01313,0.01878,-0.00701,0.01526,0.00054,0.01379,-0.02126,0.02577,0,-0.01044,22762750,3536124,10109955,6896848,2210921730,122949124,322556116,766114215,76647177,98228851,68385127,1397856,57290452,7305088355,43075350134,42934441,78826423177,11048211,663216303,8451433547
2020-02-08,-0.01277,0.00704,0.00851,0.12851,0.00257,0.02976,0.00317,0.03419,0.00188,-0.01811,0.02798,0.01373,-0.00706,-0.01084,0.00179,0.04465,-0.00952,0.01069,0,-0.00733,17156381,3577838,10007413,11513322,2271185795,90981282,209929884,804420368,75092864,73548719,72888158,1325382,56492662,6736787350,44311882803,41803082,71350458224,12997743,608060391,8556613800
2020-02-09,0.1099,0.02518,0.0141,0.04034,0.03064,0.02032,0.03656,0.05119,0.02404,0.0359,0.00808,0.08264,0.10741,0.0274,0.00047,0.14223,0.00829,0.03094,0,0.01863,22723571,3584052,10083569,10442462,2265996222,66044760,327195547,849714217,66550179,77534669,67018900,1480587,68241675,6642292523,44988206760,79651254,66843073144,11518797,646759938,8374485467
2020-02-10,0.03675,-0.02604,0.00682,0.00646,-0.02316,-0.02032,-0.01696,-0.02016,-0.02239,0.17092,-0.03632,-0.03248,-0.03894,-0.02737,0,-0.0076,0.00881,0.03128,0,-0.03011,29482910,3943924,10226232,9023863,2243534267,67556902,364631347,887918904,71709836,243179192,70972859,1610359,69124632,7163234138,48784184264,58742783,71722233604,9800204,719169601,8637196007
2020-02-11,0.01652,0.03505,0.01831,0.03085,,0.15457,0.03047,0.06695,0.0537,-0.01497,0.02995,0.05728,0.01315,0.03992,-0.00158,0.10154,0.02009,0.03344,-0.00985,0.02187,22305390,3752638,9967279,8303748,,105041068,332596222,821112660,73860705,116660470,62834516,1661959,60424836,7171478229,46037861882,52473893,67656203300,10087274,833393869,8601900985
2020-02-12,0.03186,0.01147,0.03036,0.00909,0.12409,0.01248,0.028,0.01887,0.11808,0.05043,0.05955,0.05859,0.07276,0.08197,0.00158,0.13525,0.0572,-0.00976,0.01961,0.08303,18895744,4231391,10772182,8274168,3425057569,113635795,213690033,904031212,97933405,76274420,72221467,2036912,67955130,9539021218,54872849392,107670018,72775095449,10060065,544665825,14002747614
2020-02-13,-0.03969,-0.01087,-0.00244,-0.02116,0.00304,-0.04051,0.0305,-0.00187,0.01008,-0.0228,-0.01113,-0.02962,0.02004,0.03215,-0.00142,-0.06213,-0.00652,-0.0198,-0.00976,0.07074,17877025,4805749,10545886,9189411,3673044102,85075714,147424398,995283230,96722901,78345619,81373691,1671499,72969691,10439569968,63633691312,75672624,83882032418,9528893,829991960,20515891450
2020-02-14,0.03325,0.00952,0.03489,0.00375,0.02873,0.13062,0.04544,0.00374,0.05839,0.05506,0.03171,0.0252,0.09819,0.0373,0.00142,0.10632,0.09836,-0.01505,0,0.02454,18227085,4222665,10492682,7530902,2634125984,100675922,429144228,806450109,85306538,74622181,65889549,1441022,69946014,7599539629,54737458022,62547135,83108340108,10872636,909836477,13535036367
2020-02-15,-0.08528,-0.04185,-0.11533,-0.15036,-0.10001,-0.02526,-0.10169,-0.12293,-0.07104,-0.03021,-0.0813,-0.06481,-0.10616,-0.07942,-0.00087,-0.08727,-0.10987,-0.01879,-0.00985,-0.08924,18032100,4342744,11176391,8477429,2840242497,114453870,350827478,1224103349,86282732,124514397,70378279,1595048,68735191,7002001527,57275290400,58578510,70885223418,8876641,835654426,13360535437
2020-02-16,-0.02856,0.00454,-0.0509,-0.08129,-0.01911,0.04546,-0.00783,-0.07216,-0.01845,0.03417,-0.01794,-0.00508,-0.01545,-0.05402,0.00014,0.02177,-0.04874,0.00125,0,-0.03727,19791093,4376020,12768395,10216317,3270998522,145636295,297938662,1454607130,95887944,127625400,81578509,1717793,79490742,8197792827,60208685194,70898267,84220884430,8180357,917323950,13389455845
2020-02-17,0.0034,-0.0249,-0.01599,0.07923,-0.04258,-0.04546,-0.06464,-0.0137,0.02459,-0.06533,-0.02561,-0.07051,0.01545,-0.04395,-0.0008,-0.03125,-0.03331,0.01388,0,-0.0291,17813008,4687827,16488292,12513321,3228788322,120294802,395192194,1362212790,98903867,111533311,75390090,1924707,74774661,8434886504,63109732213,74047190,83370532857,11255226,974147287,12689235830
2020-02-18,0.02142,0.04558,0.02301,-0.00107,0.04167,0.05431,0.05889,0.0537,0.05685,0.04537,0.05045,0.04392,0.03021,0.03811,0.00153,0.09097,0.03802,0.00399,0.00985,0.03881,16496101,4767113,14215898,11315176,3011674948,97735400,361012546,969072469,96704276,72748264,74525447,1675315,63192227,7122879004,60663038414,61756834,77305606664,8855348,728838064,12726823942
2020-02-19,-0.07462,-0.05145,-0.09156,-0.06821,-0.08241,-0.03132,-0.03119,-0.13509,-0.08194,-0.03488,-0.07968,-0.09637,-0.09279,-0.05397,0,0.03139,-0.10502,0.00402,-0.00985,-0.07061,12858389,4752576,11339558,9304089,2763459573,92872909,338984423,1057076307,83734223,80421377,71516766,1298398,60241623,6035918947,54920030584,76068361,78892902635,9224755,844877583,10760803416
2020-02-20,-0.00449,-0.00259,-0.02581,-0.01125,0.01061,-0.02999,-0.03428,0,-0.00699,-0.00839,-0.0216,-0.02054,-0.00142,0.00633,0,0.01395,-0.02229,-0.00251,0,-0.01893,16097704,4669532,18261166,10195816,3481531772,93379558,287411287,1276281172,89740700,70849736,78151814,2010568,68473030,7003908154,55986244963,77005674,95052639431,13453871,968251792,11411039964
2020-02-21,-0.00225,0.00808,0.01841,0.01371,0.0065,0.00467,0.01381,0.01485,0.02923,0.0042,0.05355,0.04842,-0.00213,0.01096,0,-0.03381,0.01632,-0.03042,0,0.00929,17841988,4242624,12864185,7940860,3087509683,79354814,443625275,969347575,79715761,43682825,77996081,1731246,59167787,6526309820,47618138884,56055961,87974642010,9680717,997499894,9597415271
2020-02-22,-0.00951,-0.0024,-0.01479,-0.0317,-0.0052,-0.0453,0.00756,0.01221,-0.01239,-0.05383,0.02262,-0.01643,-0.01942,-0.03627,0,-0.05295,-0.00561,-0.00822,-0.01003,0.0035,14894419,3704261,9365424,7350888,2271691578,72361590,659908506,750217286,64046494,47310474,74668063,1673484,54009066,5639937655,41243330013,58978471,77085517140,8732233,940741523,7953924257
2020-02-23,0.0384,0.02669,0.07176,0.04865,0.05298,0.03358,0.04618,0.0612,0.04261,0.05383,0.05704,0.07206,0.03986,0.05951,-0.00198,0.05867,0.05892,-0.00208,-0.00264,0.02438,19599866,4205209,10735804,7799083,3178851309,71769455,513699297,902738755,73071179,54979602,73737459,1629304,57966221,6045604418,47495721419,59223900,79161329613,10122877,1035183894,8284173802
2020-02-24,-0.03522,-0.02803,-0.06177,-0.05952,-0.04234,-0.08103,-0.02755,-0.05635,-0.03166,-0.02333,-0.0516,-0.07169,-0.07009,-0.05966,0.00078,-0.09873,-0.07028,-0.00237,0.00226,-0.04368,15941194,4605999,12613098,8362913,3379797593,84248998,373165794,1083866109,83124648,61260856,81965595,1778051,58917740,6514544003,56689448236,72708135,88616145224,8146546,1116636921,8935227293
2020-02-25,-0.08027,-0.03249,-0.06454,-0.06563,-0.04503,-0.10792,-0.01588,-0.01215,-0.06786,-0.08506,-0.05945,-0.02976,-0.07135,-0.06022,0.0012,-0.12014,-0.04143,-0.04304,0.00046,-0.06572,16808112,4477204,12594605,8564122,3090758558,91865178,351422483,1230372280,85291136,75285157,78458441,1931309,62852128,6852277094,55067283871,73644853,87517126748,13507813,1048050105,9885140961
2020-02-26,-0.07873,-0.05741,-0.11147,-0.14352,-0.13081,0.02532,-0.10863,-0.1416,-0.09358,-0.04541,-0.15417,-0.08022,-0.1203,-0.09671,0,-0.01789,-0.14526,0.02398,0,-0.09324,22683157,5552187,20171628,14573956,3913934869,142194562,309010642,1619941617,110815701,110772196,98620372,1945830,72470538,8108940511,68910958735,110328946,111646426851,13195649,1160696128,13520689634
2020-02-27,0.01688,-0.00409,0.02078,0.00673,0.00468,0.09278,0.01078,0.01399,0.00473,0.03129,0.00816,-0.01507,0.03737,0.01187,-0.00159,0.01077,0.02759,0.02268,0,0.02678,21418370,5165597,16526310,11447275,3189584357,130346063,108283950,1295921023,113367915,89306429,92218460,1803835,72780619,7592694889,61449946385,99019011,108806070447,10345599,1097362414,11862688382
2020-02-28,-0.01422,-0.01284,-0.03034,-0.04783,-0.02175,0.0518,-0.0056,-0.02532,0.00004,0.10132,-0.02886,-0.02421,-0.01585,-0.02884,-0.00133,-0.01439,0.00694,0.00557,-0.00704,-0.00346,24305253,5110337,16134011,10512384,3132526363,124950501,241499141,1208085309,99506210,176212980,86854123,1567772,68853812,7090020724,57030496851,59422895,97155970407,8214414,1043353734,10428560037
2020-02-29,0.038,-0.00845,-0.01704,-0.01719,-0.02236,-0.01209,-0.01848,0.00851,-0.03095,0.03988,-0.02063,-0.02466,-0.00623,-0.01467,0.01287,0,-0.02535,0.01107,0.00704,-0.02183,30404339,4144564,12333784,8993136,1956680013,109359388,315414483,980972068,81419119,272920594,70466904,1488658,66038615,5505817521,44789990998,53946441,90899735728,7251777,942144187,8818811835
2020-03-01,-0.03218,-0.00432,0.01599,0.07367,-0.03443,-0.05759,0.01183,-0.00283,-0.00401,-0.05498,-0.00996,-0.02667,0.01506,-0.02118,-0.00995,-0.05206,-0.00785,-0.00832,0,-0.0102,19767156,4119479,13026755,11168944,2069401453,106009011,305854134,976450936,82857698,128633321,74116518,1541175,67104314,6342648011,45600955332,43956254,92426419645,7811701,897676018,9072396349
2020-03-02,0.04386,0.03525,0.0723,0.09546,0.0637,0.084,0.03917,0.04433,0.05162,0.03419,0.05112,0.05616,0.05393,0.05118,-0.00501,0.05928,0.05862,-0.00173,-0.00581,0.04236,22117485,4917093,60940881,12031488,2246552627,107943242,315900325,1229759107,90339404,89171748,89273205,1647777,86664312,6890428935,67608092139,55255381,96529920986,9118807,941631466,10547896243
2020-03-03,-0.00862,-0.00927,-0.02267,-0.0198,-0.00393,0.08186,0.02657,-0.01364,-0.02677,-0.02553,0.00229,-0.03643,-0.03476,-0.01453,0.00501,-0.00722,-0.01289,-0.00055,0.00581,-0.01846,18031065,4800998,88808579,11013491,2402387253,117833938,155515296,1228850176,87257130,65085334,88632067,1519555,95217169,6925746763,50808982765,44095360,85807687338,7784360,1015308971,10670658807
2020-03-04,0.01616,-0.00371,-0.03081,-0.06391,0.00497,0.01302,0.00199,-0.01105,0.00018,0.00215,-0.01251,-0.00288,0.01371,0.00412,0,0.09663,0.02516,-0.00207,0,0.00064,18378692,3961310,31545771,8968737,2792520288,143703834,174945257,856311722,73795435,43969737,72907400,1518041,73547500,6529347796,48605279710,65695292,79914145446,10349726,786351195,9728240719
2020-03-05,0.04122,0.03628,0.05482,0.03985,0.04104,0.01709,0.01567,0.04879,0.02094,0.0107,0.02728,0.0415,0.02853,0.01969,0,0.01631,0.01017,0.01222,0,0.02131,20844108,4451949,14491529,10307383,2244465556,115842320,296413080,873799198,80219008,46533161,76977909,1441653,64836093,7129108246,49920180590,87321613,79762300368,8297950,765829131,9700639085
2020-03-06,0.02328,0.00481,0.03396,0.01832,0.00763,-0.00851,-0.00876,0.01314,0.06034,0.00847,0.01567,0.00422,0.02128,0.02353,-0.00157,0.0224,0.01904,-0.00062,-0.00257,0.01863,21343823,4486148,14155399,9307481,1967412887,81851227,141177702,781154728,81957581,39075735,76222170,1966568,70148633,7082922779,49428602515,51067448,75920170671,7150911,1402949787,10020205280
2020-03-07,-0.05355,-0.02358,-0.05321,-0.04524,-0.04987,-0.07542,-0.01409,-0.0454,-0.0236,-0.01917,-0.04014,-0.05181,-0.06093,-0.04637,0.00157,-0.0553,-0.06731,0.00403,0.00257,-0.02917,16262571,4016851,11404972,7971616,1801886865,83313138,60337519,717492892,80733109,36643585,68911418,1581707,61056086,6882336968,46235710546,49715087,73614299504,7438790,1241486019,8768082796
2020-03-08,-0.17324,-0.0943,-0.18042,-0.16829,-0.12275,-0.05933,-0.09556,-0.17253,-0.16988,-0.0923,-0.15743,-0.1492,-0.13723,-0.14068,0.00995,-0.13976,-0.13701,0.02516,0.00995,-0.1361,19669607,4697724,16278485,10426055,2416345310,131638320,65341851,1175893274,97513676,68900758,80579557,2064192,71525561,8945852922,54485814599,71502652,85475573680,7149164,1422983415,11835139645
2020-03-09,-0.02385,-0.02302,-0.01088,0.00619,-0.04269,-0.00736,-0.04067,-0.00651,0.00646,-0.03602,-0.03062,-0.02007,-0.026,0.02291,-0.0109,-0.03125,0.00817,-0.01315,-0.00995,0.01094,24904579,5855501,20722505,12641881,2962688757,184448484,90518200,1454672468,117440293,99061765,100047562,2508638,88241908,10698448999,63592275315,89634472,95640884103,8090789,1314091579,13444012392
2020-03-10,0.01854,-0.00176,-0.00547,-0.00176,0.00031,0.00491,-0.00063,0.00651,-0.00606,-0.01726,0.00179,-0.00544,0,0.00133,0.00095,0.0274,0.00784,0.00574,0,0.01449,21542613,5332275,14940191,9512756,2492534895,130482742,124410666,943867895,91096087,54372651,78577973,2044205,81071196,8023529049,51242234682,70728247,82615755101,8265770,1545918026,10997367793
2020-03-11,-0.02156,0.00021,-0.01805,-0.04275,-0.04551,-0.06585,-0.00128,-0.00651,-0.02983,-0.01,-0.03647,-0.0154,-0.04773,-0.0313,-0.00119,-0.03138,-0.0181,-0.00151,-0.00269,-0.01969,17268449,4890003,13493370,9159905,2540781500,117643446,187904837,926884503,85859824,43392516,77138408,1986009,73851114,7973301301,47136278258,60558669,84817446378,9362706,1297214218,10135657099
2020-03-12,-0.54281,-0.46473,-0.5614,-0.56029,-0.50364,-0.61754,-0.49043,-0.50323,-0.55071,-0.49751,-0.44901,-0.49421,-0.46682,-0.40995,0.04998,-0.60547,-0.52315,0.00314,0.04191,-0.39897,34046060,8380599,25137383,16976291,5657738406,230841699,220253363,2760168804,144097010,144181147,136475206,3489102,89495349,12554559861,72774644763,145125608,115810183604,6562848,1575802411,20406339487
2020-03-13,0.12056,0.11269,0.14794,0.10554,0.17126,0.16106,0.12104,0.12675,0.17023,0.19123,0.19101,0.10977,0.04475,0.1673,-0.04916,0.2505,0.15285,-0.04616,-0.03922,0.13208,66680692,14078840,45213001,30432707,7721553418,404325270,355507101,5070735918,226956816,246764451,220922574,5707689,125332361,20497644275,96910547541,296012569,190870579113,7815478,830689250,34520049882
2020-03-14,-0.06583,-0.06754,-0.0518,-0.0387,-0.08925,-0.12296,-0.06299,-0.06899,-0.07715,-0.0312,-0.08468,-0.01697,-0.0653,-0.05817,0.00037,-0.10789,-0.04819,-0.0039,0,-0.0787,28797618,6717621,20589220,14669877,2389573375,196522248,473154363,1910242095,99339476,86948945,91048608,3019772,72933568,9778033295,48336942016,93803727,114229535839,1891514,574424825,15069255325
2020-03-15,0.02916,0.03624,0.06206,0.05552,0.04183,-0.01412,0.02145,0.0449,0.01529,0.07461,0.05761,0.04982,0.03736,0.02607,0,-0.02564,0.05791,-0.0384,0,0.0439,32666870,6419129,17347073,13342753,2533879953,207173909,487861420,1570560954,102359986,89592996,96964581,3112044,84967065,9592273277,43945453268,93197458,115242393614,3360151,712798810,14594198550
